nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
10506,1.70E-01,2.60E-01,-1.60E-03,-4.31E-02,5.62E-02
10507,1.75E-01,2.60E-01,-1.66E-03,-4.51E-02,5.68E-02
10508,1.80E-01,2.60E-01,-1.71E-03,-4.71E-02,5.74E-02
10509,1.85E-01,2.60E-01,-1.76E-03,-4.91E-02,5.79E-02
10510,1.90E-01,2.60E-01,-1.81E-03,-5.12E-02,5.84E-02
10511,1.95E-01,2.60E-01,-1.85E-03,-5.32E-02,5.88E-02
10512,2.00E-01,2.60E-01,-1.90E-03,-5.52E-02,5.91E-02
10513,2.05E-01,2.60E-01,-1.95E-03,-5.73E-02,5.94E-02
10514,2.10E-01,2.60E-01,-1.99E-03,-5.93E-02,5.97E-02
10515,2.15E-01,2.60E-01,-2.03E-03,-6.14E-02,5.99E-02
10516,2.20E-01,2.60E-01,-2.08E-03,-6.35E-02,6.01E-02
10517,2.25E-01,2.60E-01,-2.12E-03,-6.55E-02,6.02E-02
10518,2.30E-01,2.60E-01,-2.16E-03,-6.76E-02,6.03E-02
10519,2.35E-01,2.60E-01,-2.20E-03,-6.97E-02,6.03E-02
10520,2.40E-01,2.60E-01,-2.23E-03,-7.17E-02,6.03E-02
10521,2.45E-01,2.60E-01,-2.27E-03,-7.38E-02,6.02E-02
10522,2.50E-01,2.60E-01,-2.31E-03,-7.58E-02,6.01E-02
10523,2.55E-01,2.60E-01,-2.34E-03,-7.79E-02,5.99E-02
10524,2.60E-01,2.60E-01,-2.38E-03,-7.99E-02,5.97E-02
10525,2.65E-01,2.60E-01,-2.41E-03,-8.20E-02,5.95E-02
10526,2.70E-01,2.60E-01,-2.44E-03,-8.40E-02,5.92E-02
10527,2.75E-01,2.60E-01,-2.48E-03,-8.60E-02,5.88E-02
10528,2.80E-01,2.60E-01,-2.51E-03,-8.80E-02,5.84E-02
10529,2.85E-01,2.60E-01,-2.53E-03,-9.00E-02,5.80E-02
10530,2.90E-01,2.60E-01,-2.56E-03,-9.20E-02,5.75E-02
10531,2.95E-01,2.60E-01,-2.59E-03,-9.39E-02,5.70E-02
10532,3.00E-01,2.60E-01,-2.61E-03,-9.59E-02,5.65E-02
10533,3.05E-01,2.60E-01,-2.64E-03,-9.78E-02,5.59E-02
10534,3.10E-01,2.60E-01,-2.66E-03,-9.97E-02,5.52E-02
10535,3.15E-01,2.60E-01,-2.68E-03,-1.02E-01,5.46E-02
10536,3.20E-01,2.60E-01,-2.70E-03,-1.03E-01,5.38E-02
10537,3.25E-01,2.60E-01,-2.71E-03,-1.05E-01,5.31E-02
10538,3.30E-01,2.60E-01,-2.73E-03,-1.07E-01,5.23E-02
10539,3.35E-01,2.60E-01,-2.74E-03,-1.09E-01,5.14E-02
10540,3.40E-01,2.60E-01,-2.75E-03,-1.11E-01,5.05E-02
10541,3.45E-01,2.60E-01,-2.76E-03,-1.12E-01,4.96E-02
10542,3.50E-01,2.60E-01,-2.77E-03,-1.14E-01,4.86E-02
10543,3.55E-01,2.60E-01,-2.77E-03,-1.16E-01,4.76E-02
10544,3.75E-01,2.60E-01,-2.76E-03,-1.22E-01,4.31E-02
10545,3.80E-01,2.60E-01,-2.75E-03,-1.24E-01,4.19E-02
10546,3.85E-01,2.60E-01,-2.73E-03,-1.25E-01,4.07E-02
10547,3.90E-01,2.60E-01,-2.72E-03,-1.27E-01,3.94E-02
10548,3.95E-01,2.60E-01,-2.70E-03,-1.28E-01,3.80E-02
10549,4.00E-01,2.60E-01,-2.67E-03,-1.30E-01,3.67E-02
10550,4.05E-01,2.60E-01,-2.65E-03,-1.31E-01,3.52E-02
10551,4.10E-01,2.60E-01,-2.62E-03,-1.32E-01,3.38E-02
10552,4.15E-01,2.60E-01,-2.59E-03,-1.33E-01,3.23E-02
10553,4.20E-01,2.60E-01,-2.55E-03,-1.35E-01,3.08E-02
10554,4.25E-01,2.60E-01,-2.51E-03,-1.36E-01,2.93E-02
10555,4.30E-01,2.60E-01,-2.46E-03,-1.37E-01,2.77E-02
10556,4.35E-01,2.60E-01,-2.42E-03,-1.38E-01,2.61E-02
10557,4.40E-01,2.60E-01,-2.36E-03,-1.39E-01,2.44E-02
10558,4.45E-01,2.60E-01,-2.31E-03,-1.40E-01,2.27E-02
10559,4.50E-01,2.60E-01,-2.25E-03,-1.41E-01,2.10E-02
10560,4.55E-01,2.60E-01,-2.18E-03,-1.42E-01,1.93E-02
10561,4.90E-01,2.60E-01,-1.63E-03,-1.46E-01,6.38E-03
10562,4.95E-01,2.60E-01,-1.53E-03,-1.47E-01,4.45E-03
10563,5.00E-01,2.60E-01,-1.43E-03,-1.47E-01,2.50E-03
10564,5.05E-01,2.60E-01,-1.33E-03,-1.47E-01,5.35E-04
10565,5.10E-01,2.60E-01,-1.22E-03,-1.47E-01,-1.44E-03
10566,5.15E-01,2.60E-01,-1.11E-03,-1.48E-01,-3.43E-03
10567,5.20E-01,2.60E-01,-1.00E-03,-1.48E-01,-5.43E-03
10568,5.50E-01,2.60E-01,-2.53E-04,-1.47E-01,-1.75E-02
10569,5.55E-01,2.60E-01,-1.19E-04,-1.47E-01,-1.95E-02
10570,5.60E-01,2.60E-01,1.68E-05,-1.46E-01,-2.16E-02
10571,5.65E-01,2.60E-01,1.55E-04,-1.46E-01,-2.36E-02
10572,5.70E-01,2.60E-01,2.94E-04,-1.45E-01,-2.55E-02
10573,5.75E-01,2.60E-01,4.36E-04,-1.44E-01,-2.75E-02
10574,5.80E-01,2.60E-01,5.78E-04,-1.44E-01,-2.95E-02
10575,5.85E-01,2.60E-01,7.21E-04,-1.43E-01,-3.14E-02
10576,5.90E-01,2.60E-01,8.66E-04,-1.42E-01,-3.33E-02
10577,5.95E-01,2.60E-01,1.01E-03,-1.41E-01,-3.52E-02
10578,6.00E-01,2.60E-01,1.16E-03,-1.40E-01,-3.71E-02
10579,6.05E-01,2.60E-01,1.30E-03,-1.39E-01,-3.89E-02
10580,6.10E-01,2.60E-01,1.44E-03,-1.38E-01,-4.08E-02
10581,6.15E-01,2.60E-01,1.59E-03,-1.37E-01,-4.25E-02
10582,6.20E-01,2.60E-01,1.73E-03,-1.36E-01,-4.43E-02
10583,6.25E-01,2.60E-01,1.87E-03,-1.34E-01,-4.60E-02
10584,6.30E-01,2.60E-01,2.01E-03,-1.33E-01,-4.76E-02
10585,6.45E-01,2.60E-01,2.42E-03,-1.28E-01,-5.23E-02
10586,6.50E-01,2.60E-01,2.55E-03,-1.27E-01,-5.38E-02
10587,6.55E-01,2.60E-01,2.68E-03,-1.25E-01,-5.52E-02
10588,6.60E-01,2.60E-01,2.80E-03,-1.23E-01,-5.65E-02
10589,6.65E-01,2.60E-01,2.92E-03,-1.21E-01,-5.78E-02
10590,6.70E-01,2.60E-01,3.04E-03,-1.19E-01,-5.90E-02
10591,6.75E-01,2.60E-01,3.15E-03,-1.18E-01,-6.02E-02
10592,6.80E-01,2.60E-01,3.26E-03,-1.16E-01,-6.13E-02
10593,6.85E-01,2.60E-01,3.36E-03,-1.14E-01,-6.23E-02
10594,6.90E-01,2.60E-01,3.46E-03,-1.11E-01,-6.33E-02
10595,6.95E-01,2.60E-01,3.55E-03,-1.09E-01,-6.42E-02
10596,7.00E-01,2.60E-01,3.64E-03,-1.07E-01,-6.50E-02
10597,7.05E-01,2.60E-01,3.72E-03,-1.05E-01,-6.57E-02
10598,7.10E-01,2.60E-01,3.79E-03,-1.03E-01,-6.64E-02
10599,7.15E-01,2.60E-01,3.86E-03,-1.00E-01,-6.69E-02
10600,7.20E-01,2.60E-01,3.92E-03,-9.80E-02,-6.74E-02
10601,7.25E-01,2.60E-01,3.97E-03,-9.56E-02,-6.78E-02
10602,7.30E-01,2.60E-01,4.02E-03,-9.32E-02,-6.82E-02
10603,7.45E-01,2.60E-01,4.12E-03,-8.58E-02,-6.86E-02
10604,7.50E-01,2.60E-01,4.13E-03,-8.33E-02,-6.86E-02
10605,7.55E-01,2.60E-01,4.14E-03,-8.08E-02,-6.85E-02
10606,7.60E-01,2.60E-01,4.15E-03,-7.83E-02,-6.83E-02
10607,7.65E-01,2.60E-01,4.14E-03,-7.57E-02,-6.81E-02
10608,7.70E-01,2.60E-01,4.13E-03,-7.32E-02,-6.77E-02
10609,7.75E-01,2.60E-01,4.11E-03,-7.06E-02,-6.72E-02
10610,7.80E-01,2.60E-01,4.08E-03,-6.81E-02,-6.67E-02
10611,7.85E-01,2.60E-01,4.04E-03,-6.56E-02,-6.61E-02
10612,7.90E-01,2.60E-01,4.00E-03,-6.30E-02,-6.54E-02
10613,7.95E-01,2.60E-01,3.95E-03,-6.05E-02,-6.46E-02
10614,8.00E-01,2.60E-01,3.89E-03,-5.80E-02,-6.37E-02
10615,8.05E-01,2.60E-01,3.83E-03,-5.55E-02,-6.28E-02
10616,8.10E-01,2.60E-01,3.75E-03,-5.30E-02,-6.17E-02
10617,8.15E-01,2.60E-01,3.68E-03,-5.06E-02,-6.06E-02
10618,8.20E-01,2.60E-01,3.59E-03,-4.81E-02,-5.94E-02
10619,8.25E-01,2.60E-01,3.50E-03,-4.57E-02,-5.82E-02
10620,8.30E-01,2.60E-01,3.40E-03,-4.34E-02,-5.69E-02
10621,8.35E-01,2.60E-01,3.29E-03,-4.11E-02,-5.55E-02
10622,8.40E-01,2.60E-01,3.18E-03,-3.88E-02,-5.40E-02
10623,8.45E-01,2.60E-01,3.07E-03,-3.66E-02,-5.25E-02
10624,8.50E-01,2.60E-01,2.94E-03,-3.44E-02,-5.10E-02
10625,8.55E-01,2.60E-01,2.82E-03,-3.22E-02,-4.93E-02
10626,8.70E-01,2.60E-01,2.41E-03,-2.61E-02,-4.42E-02
10627,8.75E-01,2.60E-01,2.26E-03,-2.42E-02,-4.24E-02
10628,8.80E-01,2.60E-01,2.11E-03,-2.23E-02,-4.06E-02
10629,8.85E-01,2.60E-01,1.96E-03,-2.05E-02,-3.87E-02
10630,8.90E-01,2.60E-01,1.81E-03,-1.88E-02,-3.69E-02
10631,8.95E-01,2.60E-01,1.65E-03,-1.72E-02,-3.50E-02
10632,9.00E-01,2.60E-01,1.49E-03,-1.56E-02,-3.30E-02
10633,9.05E-01,2.60E-01,1.33E-03,-1.41E-02,-3.11E-02
10634,9.10E-01,2.60E-01,1.17E-03,-1.26E-02,-2.92E-02
10635,9.15E-01,2.60E-01,1.00E-03,-1.12E-02,-2.73E-02
10636,9.20E-01,2.60E-01,8.37E-04,-9.95E-03,-2.54E-02
10637,9.25E-01,2.60E-01,6.70E-04,-8.74E-03,-2.34E-02
10638,9.30E-01,2.60E-01,5.03E-04,-7.60E-03,-2.16E-02
10639,9.35E-01,2.60E-01,3.36E-04,-6.54E-03,-1.97E-02
10640,9.40E-01,2.60E-01,1.68E-04,-5.57E-03,-1.79E-02
10641,9.45E-01,2.60E-01,1.51E-06,-4.67E-03,-1.60E-02
10642,9.50E-01,2.60E-01,-1.65E-04,-3.85E-03,-1.43E-02
10643,9.55E-01,2.60E-01,-3.30E-04,-3.11E-03,-1.26E-02
10644,9.60E-01,2.60E-01,-4.94E-04,-2.45E-03,-1.09E-02
10645,9.65E-01,2.60E-01,-6.57E-04,-1.87E-03,-9.27E-03
10646,9.70E-01,2.60E-01,-8.18E-04,-1.38E-03,-7.72E-03
10647,9.75E-01,2.60E-01,-9.77E-04,-9.57E-04,-6.23E-03
10648,9.80E-01,2.60E-01,-1.13E-03,-6.16E-04,-4.82E-03
10649,9.85E-01,2.60E-01,-1.29E-03,-3.53E-04,-3.48E-03
10650,9.90E-01,2.60E-01,-1.44E-03,-1.67E-04,-2.23E-03
10651,9.95E-01,2.60E-01,-1.56E-03,-5.31E-05,-1.07E-03
10652,1.00E+00,2.60E-01,-1.60E-03,0.00E+00,0.00E+00
10653,7.35E-01,2.60E-01,4.06E-03,-9.07E-02,-6.84E-02
10654,5.40E-01,2.65E-01,-7.78E-04,-1.50E-01,-1.36E-02
10655,6.40E-01,2.65E-01,2.09E-03,-1.33E-01,-5.23E-02
10656,6.35E-01,2.65E-01,1.95E-03,-1.34E-01,-5.07E-02
10657,5.35E-01,2.65E-01,-9.06E-04,-1.50E-01,-1.15E-02
10658,3.70E-01,2.65E-01,-3.00E-03,-1.22E-01,4.59E-02
10659,3.65E-01,2.65E-01,-3.00E-03,-1.21E-01,4.70E-02
10660,5.30E-01,2.65E-01,-1.03E-03,-1.50E-01,-9.46E-03
10661,8.60E-01,2.65E-01,2.61E-03,-3.10E-02,-4.97E-02
10662,8.65E-01,2.65E-01,2.47E-03,-2.89E-02,-4.79E-02
10663,5.45E-01,2.65E-01,-6.51E-04,-1.50E-01,-1.57E-02
10664,3.60E-01,2.65E-01,-3.00E-03,-1.19E-01,4.82E-02
10665,8.55E-01,2.65E-01,2.74E-03,-3.32E-02,-5.15E-02
10666,5.25E-01,2.65E-01,-1.16E-03,-1.50E-01,-7.40E-03
10667,8.70E-01,2.65E-01,2.33E-03,-2.69E-02,-4.62E-02
10668,4.65E-01,2.65E-01,-2.32E-03,-1.46E-01,1.64E-02
10669,4.80E-01,2.65E-01,-2.08E-03,-1.48E-01,1.07E-02
10670,4.70E-01,2.65E-01,-2.24E-03,-1.46E-01,1.45E-02
10671,4.75E-01,2.65E-01,-2.16E-03,-1.47E-01,1.26E-02
10672,4.85E-01,2.65E-01,-1.99E-03,-1.48E-01,8.77E-03
10673,8.50E-01,2.65E-01,2.87E-03,-3.54E-02,-5.32E-02
10674,0.00E+00,2.65E-01,2.20E-03,0.00E+00,0.00E+00
10675,5.00E-03,2.65E-01,2.14E-03,-8.52E-05,2.68E-03
10676,1.00E-02,2.65E-01,1.97E-03,-2.62E-04,5.32E-03
10677,1.50E-02,2.65E-01,1.76E-03,-5.44E-04,7.91E-03
10678,2.00E-02,2.65E-01,1.55E-03,-9.33E-04,1.05E-02
10679,2.50E-02,2.65E-01,1.36E-03,-1.42E-03,1.29E-02
10680,3.00E-02,2.65E-01,1.17E-03,-2.01E-03,1.54E-02
10681,3.50E-02,2.65E-01,9.88E-04,-2.69E-03,1.78E-02
10682,4.00E-02,2.65E-01,8.15E-04,-3.45E-03,2.01E-02
10683,4.50E-02,2.65E-01,6.51E-04,-4.31E-03,2.24E-02
10684,5.00E-02,2.65E-01,4.94E-04,-5.24E-03,2.46E-02
10685,5.50E-02,2.65E-01,3.44E-04,-6.25E-03,2.67E-02
10686,6.00E-02,2.65E-01,2.01E-04,-7.33E-03,2.88E-02
10687,6.50E-02,2.65E-01,6.48E-05,-8.49E-03,3.08E-02
10688,7.00E-02,2.65E-01,-6.50E-05,-9.71E-03,3.27E-02
10689,7.50E-02,2.65E-01,-1.89E-04,-1.10E-02,3.46E-02
10690,8.00E-02,2.65E-01,-3.07E-04,-1.23E-02,3.64E-02
10691,8.50E-02,2.65E-01,-4.20E-04,-1.37E-02,3.82E-02
10692,9.00E-02,2.65E-01,-5.27E-04,-1.52E-02,3.99E-02
10693,9.50E-02,2.65E-01,-6.30E-04,-1.67E-02,4.15E-02
10694,1.00E-01,2.65E-01,-7.27E-04,-1.83E-02,4.30E-02
10695,1.05E-01,2.65E-01,-8.21E-04,-1.99E-02,4.45E-02
10696,1.10E-01,2.65E-01,-9.10E-04,-2.15E-02,4.60E-02
10697,1.15E-01,2.65E-01,-9.96E-04,-2.32E-02,4.73E-02
10698,1.20E-01,2.65E-01,-1.08E-03,-2.49E-02,4.86E-02
10699,1.25E-01,2.65E-01,-1.16E-03,-2.67E-02,4.98E-02
10700,1.30E-01,2.65E-01,-1.23E-03,-2.85E-02,5.10E-02
10701,1.35E-01,2.65E-01,-1.30E-03,-3.03E-02,5.21E-02
10702,1.40E-01,2.65E-01,-1.37E-03,-3.21E-02,5.32E-02
10703,1.45E-01,2.65E-01,-1.44E-03,-3.40E-02,5.41E-02
10704,1.50E-01,2.65E-01,-1.51E-03,-3.59E-02,5.51E-02
10705,1.55E-01,2.65E-01,-1.57E-03,-3.79E-02,5.59E-02
10706,1.60E-01,2.65E-01,-1.63E-03,-3.98E-02,5.67E-02
10707,1.65E-01,2.65E-01,-1.69E-03,-4.18E-02,5.75E-02
10708,1.70E-01,2.65E-01,-1.74E-03,-4.38E-02,5.82E-02
10709,1.75E-01,2.65E-01,-1.80E-03,-4.58E-02,5.88E-02
10710,1.80E-01,2.65E-01,-1.85E-03,-4.78E-02,5.94E-02
10711,1.85E-01,2.65E-01,-1.90E-03,-4.99E-02,5.99E-02
10712,1.90E-01,2.65E-01,-1.95E-03,-5.19E-02,6.04E-02
10713,1.95E-01,2.65E-01,-2.00E-03,-5.40E-02,6.08E-02
10714,2.00E-01,2.65E-01,-2.05E-03,-5.60E-02,6.12E-02
10715,2.05E-01,2.65E-01,-2.10E-03,-5.81E-02,6.15E-02
10716,2.10E-01,2.65E-01,-2.14E-03,-6.02E-02,6.18E-02
10717,2.15E-01,2.65E-01,-2.19E-03,-6.23E-02,6.20E-02
10718,2.20E-01,2.65E-01,-2.23E-03,-6.44E-02,6.22E-02
10719,2.25E-01,2.65E-01,-2.28E-03,-6.65E-02,6.23E-02
10720,2.30E-01,2.65E-01,-2.32E-03,-6.86E-02,6.23E-02
10721,2.35E-01,2.65E-01,-2.36E-03,-7.07E-02,6.24E-02
10722,2.40E-01,2.65E-01,-2.40E-03,-7.28E-02,6.23E-02
10723,2.45E-01,2.65E-01,-2.44E-03,-7.48E-02,6.23E-02
10724,2.50E-01,2.65E-01,-2.48E-03,-7.69E-02,6.21E-02
10725,2.55E-01,2.65E-01,-2.52E-03,-7.90E-02,6.20E-02
10726,2.60E-01,2.65E-01,-2.55E-03,-8.11E-02,6.18E-02
10727,2.65E-01,2.65E-01,-2.59E-03,-8.31E-02,6.15E-02
10728,2.70E-01,2.65E-01,-2.63E-03,-8.52E-02,6.12E-02
10729,2.75E-01,2.65E-01,-2.66E-03,-8.72E-02,6.08E-02
10730,2.80E-01,2.65E-01,-2.69E-03,-8.93E-02,6.04E-02
10731,2.85E-01,2.65E-01,-2.72E-03,-9.13E-02,6.00E-02
10732,2.90E-01,2.65E-01,-2.75E-03,-9.33E-02,5.95E-02
10733,2.95E-01,2.65E-01,-2.78E-03,-9.53E-02,5.90E-02
10734,3.00E-01,2.65E-01,-2.81E-03,-9.72E-02,5.84E-02
10735,3.05E-01,2.65E-01,-2.84E-03,-9.92E-02,5.78E-02
10736,3.10E-01,2.65E-01,-2.86E-03,-1.01E-01,5.71E-02
10737,3.15E-01,2.65E-01,-2.88E-03,-1.03E-01,5.64E-02
10738,3.20E-01,2.65E-01,-2.91E-03,-1.05E-01,5.57E-02
10739,3.25E-01,2.65E-01,-2.92E-03,-1.07E-01,5.49E-02
10740,3.30E-01,2.65E-01,-2.94E-03,-1.09E-01,5.41E-02
10741,3.35E-01,2.65E-01,-2.96E-03,-1.11E-01,5.32E-02
10742,3.40E-01,2.65E-01,-2.97E-03,-1.12E-01,5.23E-02
10743,3.45E-01,2.65E-01,-2.98E-03,-1.14E-01,5.13E-02
10744,3.50E-01,2.65E-01,-2.99E-03,-1.16E-01,5.03E-02
10745,3.55E-01,2.65E-01,-3.00E-03,-1.18E-01,4.93E-02
10746,3.75E-01,2.65E-01,-3.00E-03,-1.24E-01,4.47E-02
10747,3.80E-01,2.65E-01,-2.99E-03,-1.26E-01,4.34E-02
10748,3.85E-01,2.65E-01,-2.98E-03,-1.27E-01,4.21E-02
10749,3.90E-01,2.65E-01,-2.96E-03,-1.29E-01,4.08E-02
10750,3.95E-01,2.65E-01,-2.95E-03,-1.30E-01,3.94E-02
10751,4.00E-01,2.65E-01,-2.93E-03,-1.31E-01,3.80E-02
10752,4.05E-01,2.65E-01,-2.90E-03,-1.33E-01,3.66E-02
10753,4.10E-01,2.65E-01,-2.88E-03,-1.34E-01,3.51E-02
10754,4.15E-01,2.65E-01,-2.84E-03,-1.35E-01,3.36E-02
10755,4.20E-01,2.65E-01,-2.81E-03,-1.37E-01,3.20E-02
10756,4.25E-01,2.65E-01,-2.77E-03,-1.38E-01,3.04E-02
10757,4.30E-01,2.65E-01,-2.73E-03,-1.39E-01,2.88E-02
10758,4.35E-01,2.65E-01,-2.68E-03,-1.40E-01,2.71E-02
10759,4.40E-01,2.65E-01,-2.63E-03,-1.41E-01,2.54E-02
10760,4.45E-01,2.65E-01,-2.58E-03,-1.42E-01,2.37E-02
10761,4.50E-01,2.65E-01,-2.52E-03,-1.43E-01,2.19E-02
10762,4.55E-01,2.65E-01,-2.46E-03,-1.44E-01,2.01E-02
10763,4.90E-01,2.65E-01,-1.90E-03,-1.49E-01,6.83E-03
10764,4.95E-01,2.65E-01,-1.81E-03,-1.49E-01,4.84E-03
10765,5.00E-01,2.65E-01,-1.71E-03,-1.49E-01,2.83E-03
10766,5.05E-01,2.65E-01,-1.61E-03,-1.50E-01,8.05E-04
10767,5.10E-01,2.65E-01,-1.50E-03,-1.50E-01,-1.23E-03
10768,5.15E-01,2.65E-01,-1.39E-03,-1.50E-01,-3.29E-03
10769,5.20E-01,2.65E-01,-1.28E-03,-1.50E-01,-5.35E-03
10770,5.50E-01,2.65E-01,-5.19E-04,-1.50E-01,-1.79E-02
10771,5.55E-01,2.65E-01,-3.84E-04,-1.49E-01,-1.99E-02
10772,5.60E-01,2.65E-01,-2.45E-04,-1.49E-01,-2.20E-02
10773,5.65E-01,2.65E-01,-1.05E-04,-1.48E-01,-2.41E-02
10774,5.70E-01,2.65E-01,3.76E-05,-1.48E-01,-2.61E-02
10775,5.75E-01,2.65E-01,1.82E-04,-1.47E-01,-2.82E-02
10776,5.80E-01,2.65E-01,3.27E-04,-1.47E-01,-3.02E-02
10777,5.85E-01,2.65E-01,4.74E-04,-1.46E-01,-3.22E-02
10778,5.90E-01,2.65E-01,6.22E-04,-1.45E-01,-3.42E-02
10779,5.95E-01,2.65E-01,7.70E-04,-1.44E-01,-3.62E-02
10780,6.00E-01,2.65E-01,9.19E-04,-1.43E-01,-3.81E-02
10781,6.05E-01,2.65E-01,1.07E-03,-1.42E-01,-4.00E-02
10782,6.10E-01,2.65E-01,1.22E-03,-1.41E-01,-4.19E-02
10783,6.15E-01,2.65E-01,1.36E-03,-1.40E-01,-4.37E-02
10784,6.20E-01,2.65E-01,1.51E-03,-1.38E-01,-4.56E-02
10785,6.25E-01,2.65E-01,1.66E-03,-1.37E-01,-4.73E-02
10786,6.30E-01,2.65E-01,1.80E-03,-1.36E-01,-4.90E-02
10787,6.45E-01,2.65E-01,2.23E-03,-1.31E-01,-5.39E-02
10788,6.50E-01,2.65E-01,2.36E-03,-1.30E-01,-5.55E-02
10789,6.55E-01,2.65E-01,2.49E-03,-1.28E-01,-5.69E-02
10790,6.60E-01,2.65E-01,2.62E-03,-1.26E-01,-5.83E-02
10791,6.65E-01,2.65E-01,2.75E-03,-1.24E-01,-5.97E-02
10792,6.70E-01,2.65E-01,2.87E-03,-1.22E-01,-6.10E-02
10793,6.75E-01,2.65E-01,2.99E-03,-1.20E-01,-6.22E-02
10794,6.80E-01,2.65E-01,3.10E-03,-1.18E-01,-6.33E-02
10795,6.85E-01,2.65E-01,3.21E-03,-1.16E-01,-6.44E-02
10796,6.90E-01,2.65E-01,3.31E-03,-1.14E-01,-6.54E-02
10797,6.95E-01,2.65E-01,3.41E-03,-1.12E-01,-6.63E-02
10798,7.00E-01,2.65E-01,3.50E-03,-1.10E-01,-6.72E-02
10799,7.05E-01,2.65E-01,3.58E-03,-1.07E-01,-6.80E-02
10800,7.10E-01,2.65E-01,3.66E-03,-1.05E-01,-6.87E-02
10801,7.15E-01,2.65E-01,3.73E-03,-1.03E-01,-6.93E-02
10802,7.20E-01,2.65E-01,3.80E-03,-1.00E-01,-6.98E-02
10803,7.25E-01,2.65E-01,3.86E-03,-9.81E-02,-7.03E-02
10804,7.30E-01,2.65E-01,3.91E-03,-9.56E-02,-7.06E-02
10805,8.75E-01,2.65E-01,2.18E-03,-2.50E-02,-4.43E-02
10806,8.80E-01,2.65E-01,2.03E-03,-2.31E-02,-4.24E-02
10807,8.85E-01,2.65E-01,1.88E-03,-2.12E-02,-4.05E-02
10808,8.90E-01,2.65E-01,1.72E-03,-1.94E-02,-3.86E-02
10809,8.95E-01,2.65E-01,1.56E-03,-1.77E-02,-3.66E-02
10810,9.00E-01,2.65E-01,1.39E-03,-1.61E-02,-3.46E-02
10811,9.05E-01,2.65E-01,1.23E-03,-1.45E-02,-3.26E-02
10812,9.10E-01,2.65E-01,1.06E-03,-1.30E-02,-3.06E-02
10813,9.15E-01,2.65E-01,8.90E-04,-1.16E-02,-2.86E-02
10814,9.20E-01,2.65E-01,7.20E-04,-1.03E-02,-2.66E-02
10815,9.25E-01,2.65E-01,5.48E-04,-9.04E-03,-2.46E-02
10816,9.30E-01,2.65E-01,3.76E-04,-7.86E-03,-2.27E-02
10817,9.35E-01,2.65E-01,2.04E-04,-6.77E-03,-2.07E-02
10818,9.40E-01,2.65E-01,3.13E-05,-5.76E-03,-1.88E-02
10819,9.45E-01,2.65E-01,-1.41E-04,-4.83E-03,-1.69E-02
10820,9.50E-01,2.65E-01,-3.12E-04,-3.98E-03,-1.51E-02
10821,9.55E-01,2.65E-01,-4.83E-04,-3.22E-03,-1.33E-02
10822,9.60E-01,2.65E-01,-6.53E-04,-2.54E-03,-1.15E-02
10823,9.65E-01,2.65E-01,-8.21E-04,-1.94E-03,-9.82E-03
10824,9.70E-01,2.65E-01,-9.88E-04,-1.43E-03,-8.18E-03
10825,9.75E-01,2.65E-01,-1.15E-03,-9.91E-04,-6.62E-03
10826,9.80E-01,2.65E-01,-1.31E-03,-6.38E-04,-5.12E-03
10827,9.85E-01,2.65E-01,-1.47E-03,-3.65E-04,-3.71E-03
10828,9.90E-01,2.65E-01,-1.63E-03,-1.73E-04,-2.38E-03
10829,9.95E-01,2.65E-01,-1.75E-03,-5.50E-05,-1.14E-03
10830,1.00E+00,2.65E-01,-1.79E-03,0.00E+00,0.00E+00
10831,4.60E-01,2.65E-01,-2.39E-03,-1.45E-01,1.83E-02
10832,7.35E-01,2.65E-01,3.95E-03,-9.31E-02,-7.09E-02
10854,8.45E-01,2.65E-01,3.00E-03,-3.77E-02,-5.48E-02
10853,8.40E-01,2.65E-01,3.12E-03,-4.00E-02,-5.63E-02
10852,8.35E-01,2.65E-01,3.23E-03,-4.23E-02,-5.78E-02
10851,8.30E-01,2.65E-01,3.33E-03,-4.47E-02,-5.93E-02
10833,7.40E-01,2.65E-01,3.99E-03,-9.06E-02,-7.11E-02
10834,7.45E-01,2.65E-01,4.02E-03,-8.81E-02,-7.12E-02
10835,7.50E-01,2.65E-01,4.04E-03,-8.56E-02,-7.12E-02
10836,7.55E-01,2.65E-01,4.05E-03,-8.30E-02,-7.11E-02
10837,7.60E-01,2.65E-01,4.06E-03,-8.04E-02,-7.09E-02
10838,7.65E-01,2.65E-01,4.06E-03,-7.78E-02,-7.06E-02
10839,7.70E-01,2.65E-01,4.05E-03,-7.52E-02,-7.03E-02
10840,7.75E-01,2.65E-01,4.03E-03,-7.26E-02,-6.98E-02
10841,7.80E-01,2.65E-01,4.01E-03,-7.00E-02,-6.93E-02
10842,7.85E-01,2.65E-01,3.97E-03,-6.74E-02,-6.87E-02
10843,7.90E-01,2.65E-01,3.93E-03,-6.48E-02,-6.80E-02
10844,7.95E-01,2.65E-01,3.88E-03,-6.22E-02,-6.71E-02
10845,8.00E-01,2.65E-01,3.83E-03,-5.97E-02,-6.63E-02
10846,8.05E-01,2.65E-01,3.76E-03,-5.71E-02,-6.53E-02
10847,8.10E-01,2.65E-01,3.69E-03,-5.46E-02,-6.42E-02
10848,8.15E-01,2.65E-01,3.61E-03,-5.21E-02,-6.31E-02
10849,8.20E-01,2.65E-01,3.52E-03,-4.96E-02,-6.19E-02
